gene_id	gene_name	control_rep1	control_rep2	control_rep3	imatinib_rep1	imatinib_rep2	imatinib_rep3
LOC101927054	LOC101927054	117.583	135.678	131.695	286.277	293.93	188.339
LOC101927055	LOC101927055	0	0	0	0	0	0
LOC101927057	LOC101927057	0	0	0	0	1	1
LOC101927059	LOC101927059	0	0	0	0	0	0
LOC101927060	LOC101927060	50	64	45.003	73.394	53	51
LOC101927063	LOC101927063	0	0	0	0	0	0
LOC101927065	LOC101927065	0	0	0	0	0	0
LOC101927066	LOC101927066	0	1	0	0	0	0
LOC101927069	LOC101927069	33	45	40	19	19	17
LOC101927070	LOC101927070	0	0	0	0	0	0
LOC101927071	LOC101927071	10.003	15	16	19	25	26
LOC101927072	LOC101927072	0	0	0	0	0	0
LOC101927073	LOC101927073	0	0	0	0	0	0
LOC101927080	LOC101927080	0	0	0	0	0	0
LOC101927082	LOC101927082	0	0	0	0	0	0
LOC101927085	LOC101927085	0	0	0	0	0	0
LOC101927086	LOC101927086	0	0	0	0	1	0
LOC101927088	LOC101927088	0	0	0	0	0	0
LOC101927089	LOC101927089	0	0	0	0	0	0
LOC101927091	LOC101927091	0	0	0	0	0	0
LOC101927093	LOC101927093	0	0	0	0	0	0
LOC101927094	LOC101927094	0	0	0	0	0	0
LOC101927095	LOC101927095	0	0	0	0	0	0
LOC101927098	LOC101927098	0	0	0	0	0	0
LOC101927103	LOC101927103	0	0	0	0	0	0
LOC101927104	LOC101927104	56.746	54.416	44.65	22	24.142	25.082
LOC101927105	LOC101927105	3	1	3	3.104	9	11
LOC101927108	LOC101927108	0	0	0	0	0	0
LOC101927110	LOC101927110	0	1	0	0	0	0
LOC101927112	LOC101927112	0	0	0	0	0	0
LOC101927116	LOC101927116	1	5	1	2	6	0
LOC101927118	LOC101927118	0	0	0	0	0	0
LOC101927119	LOC101927119	2	0	0	14	13	5
LOC101927121	LOC101927121	0	0	0	0	0	0
LOC101927122	LOC101927122	0	0	0	1	0	1
LOC101927124	LOC101927124	0	5	5	2	9	7
LOC101927125	LOC101927125	54	75.057	74.049	12	24	29
LOC101927126	LOC101927126	1	5	0	6	2	1
LOC101927127	LOC101927127	0	0	0	1	0	0
LOC101927129	LOC101927129	0	0	0	0	0	0
LOC101927131	LOC101927131	2	3	0	0	0	0
LOC101927133	LOC101927133	0	0	0	0	2	0
LOC101927135	LOC101927135	0	0	0	0	0	0
LOC101927137	LOC101927137	0	0	0	0	0	0
LOC101927138	LOC101927138	0	0	0	0	0	0
LOC101927141	LOC101927141	0	0	0	0	0	0
LOC101927143	LOC101927143	0	0	1	0	0	0
LOC101927144	LOC101927144	3	4	2	18	20	5
LOC101927145	LOC101927145	0	0	1	0	0	0
LOC101927147	LOC101927147	2	0	2.959	1	1	0
LOC101927151	LOC101927151	131.402	143.283	134.911	116.634	113.279	105.078
LOC101927153	LOC101927153	0	0	0	0	0	0
LOC101927154	LOC101927154	0	0	0	0	0	0
LOC101927157	LOC101927157	16	13	11	6.355	7	6.536
LOC101927159	LOC101927159	0	0	0	0	0	0
LOC101927160	LOC101927160	2	1	6	11	3	4
LOC101927161	LOC101927161	2	1	0	4	2	1
LOC101927163	LOC101927163	2	0	1	3	0	1
LOC101927165	LOC101927165	0	0	0	0	0	0
LOC101927166	LOC101927166	1	2	0	1	1	0
LOC101927168	LOC101927168	0.836	0	0	0	0	0
LOC101927169	LOC101927169	0	0	0	0	0	0
LOC101927170	LOC101927170	0	0	0	0	0	0
LOC101927172	LOC101927172	0	0	0	0	0	0
LOC101927174	LOC101927174	0	0	0	0	0	0
LOC101927178	LOC101927178	14	9	9	7	11	7
LOC101927179	LOC101927179	0	0	0	0	0	0
LOC101927180	LOC101927180	0	0	0	0	0	0
LOC101927181	LOC101927181	29	34	14	75	69	46.001
LOC101927182	LOC101927182	0	0	0	0	0	0
LOC101927183	LOC101927183	0	0	0	0	0	0
LOC101927185	LOC101927185	27	22	16	23	29	19.042
LOC101927187	LOC101927187	135.119	156	106.697	257.123	334	289
LOC101927188	LOC101927188	0	0	0	0	0	0
LOC101927190	LOC101927190	0	0	0	0	1	0
LOC101927191	LOC101927191	0	0	0	0	0	0
LOC101927192	LOC101927192	51.003	87	53.776	18	22.898	18
LOC101927198	LOC101927198	0	0	0	0	0	0
LOC101927199	LOC101927199	0	0	0	0	0	0
LOC101927200	LOC101927200	0	0	0	0	0	0
LOC101927201	LOC101927201	1	6	0	0	1	0
LOC101927202	LOC101927202	0	0	0	0	0	0
LOC101927205	LOC101927205	0	0	0	0	0	0
LOC101927206	LOC101927206	5	10	5	9	8	15
LOC101927208	LOC101927208	0	0	0	0	0	0
LOC101927209	LOC101927209	0	0	0	0	0	0
LOC101927210	LOC101927210	7	3	2	13	5	5
LOC101927212	LOC101927212	0	0	0	0	1	0
LOC101927213	LOC101927213	0	0	0	0	0	0
LOC101927216	LOC101927216	0	0	0	3	0	0
LOC101927225	LOC101927225	0	0	0	0	0	0
LOC101927226	LOC101927226	5	4	1	6	8	1
LOC101927227	LOC101927227	0	0	1	0	0	0
LOC101927228	LOC101927228	0	0	0	0	0	0
LOC101927229	LOC101927229	0	0	1	0	0	0
LOC101927232	LOC101927232	0	0	0	0	0	0
LOC101927234	LOC101927234	0	0	0	0	0	0
LOC101927235	LOC101927235	0	0	0	0	0	0
LOC101927238	LOC101927238	0	0	0	0	0	0
LOC101927241	LOC101927241	0	0	0	2	1	0
LOC101927245	LOC101927245	0	0	0	0	2	0
LOC101927247	LOC101927247	0	0	0	0	1	0
LOC101927248	LOC101927248	0	0	0	0	0	0
LOC101927249	LOC101927249	0	0	0	0	0	0
LOC101927250	LOC101927250	0	0	0	0	0	0
LOC101927252	LOC101927252	0	3	1	0	3	0
LOC101927253	LOC101927253	0	0	0	0	0	0
LOC101927254	LOC101927254	0	0	0	0	0	0
LOC101927255	LOC101927255	0	0	0	2	2	0
LOC101927256	LOC101927256	2.109	1.054	5.274	0	1.02	0
LOC101927258	LOC101927258	1	3	2	10	2	14
LOC101927259	LOC101927259	0	0	0	0	1	0
LOC101927260	LOC101927260	85	89.072	79.059	54	59	66
LOC101927262	LOC101927262	1	2	5	7	1	4
LOC101927263	LOC101927263	4	2	4	13	5	7
LOC101927266	LOC101927266	12	5	5	21	23	18
LOC101927268	LOC101927268	1.064	0	0	0	1.08	1.022
LOC101927271	LOC101927271	0	0	0	0	0	0
LOC101927277	LOC101927277	0	0	0	0	0	0
LOC101927278	LOC101927278	3	7	2	13	6	5
LOC101927279	LOC101927279	12	24	10	10.003	5.001	9.574
LOC101927280	LOC101927280	0	0	0	0	0	0
LOC101927281	LOC101927281	0	0	0	2	1	0
LOC101927283	LOC101927283	0	0	0	0	0	0
LOC101927284	LOC101927284	0	0	0	0	0	0
LOC101927287	LOC101927287	0	0	0	0	0	0
LOC101927291	LOC101927291	0	0	0	0	0	0
LOC101927293	LOC101927293	0	0	0	0	0	0
LOC101927296	LOC101927296	0	0	0	0	0	0
LOC101927297	LOC101927297	0	0	0	0	0	0
LOC101927299	LOC101927299	0	0	0	0	0	0
LOC101927300	LOC101927300	34	26.001	32.063	117.007	107	72.011
LOC101927301	LOC101927301	0	0	0	0	0	0
LOC101927304	LOC101927304	0	0	0	0	0	0
LOC101927306	LOC101927306	0	0	0	0	0	0
LOC101927308	LOC101927308	0	0	0	0	0	0
LOC101927311	LOC101927311	0	0	0	0	0	0
LOC101927313	LOC101927313	0	0	0	0	0	0
LOC101927318	LOC101927318	0	0	0	0	0	0
LOC101927319	LOC101927319	0	0	0	0	0	0
LOC101927320	LOC101927320	0	0	0	1	0	0
LOC101927321	LOC101927321	0	0	0	0	0	0
LOC101927322	LOC101927322	2	1	1	9	7	10
LOC101927325	LOC101927325	0	0	0	0	0	0
LOC101927326	LOC101927326	0	2	1	0	1	0
LOC101927328	LOC101927328	0	0	0	0	0	0
LOC101927329	LOC101927329	0	0	0	0	0	0
LOC101927330	LOC101927330	1	3	5	5	27	9
LOC101927331	LOC101927331	0	0	0	0	0	0
LOC101927332	LOC101927332	0	2	0	2	0	2
LOC101927333	LOC101927333	0	0	0	0	0	0
LOC101927335	LOC101927335	0	0	0	0	0	0
LOC101927337	LOC101927337	0	0	0	0	0	1
LOC101927338	LOC101927338	0	0	0	0	0	0
LOC101927339	LOC101927339	0	0	0	0	0	0
LOC101927340	LOC101927340	0	0	0	0	0	0
LOC101927341	LOC101927341	0	0	0	0	0	0
LOC101927344	LOC101927344	0	0	0	0	0	0
LOC101927345	LOC101927345	72.176	76.856	57.273	236.987	294.659	180.569
LOC101927346	LOC101927346	0	0	0	0	0	0
LOC101927348	LOC101927348	0	0	0	0	0	0
LOC101927351	LOC101927351	0	0	0	0	0	0
LOC101927353	LOC101927353	0	0	0	0	0	0
LOC101927354	LOC101927354	0	1	1	0	0	2
LOC101927355	LOC101927355	0	0	0	0	0	0
LOC101927357	LOC101927357	0	0	0	0	0	0
LOC101927361	LOC101927361	0	0	0	0	0	0
LOC101927362	LOC101927362	0	0	0	0	0	0
LOC101927363	LOC101927363	0	0	0	0	0	0
LOC101927366	LOC101927366	42.165	53	46.029	53	56	43
LOC101927367	LOC101927367	0	0	0	0	0	0
LOC101927369	LOC101927369	0	0	0	0	0	0
LOC101927371	LOC101927371	0	3	3	4	2	1
LOC101927372	LOC101927372	9	5	4.026	15.048	8.106	4.019
LOC101927374	LOC101927374	0	0	1	0	0	0
LOC101927375	LOC101927375	13.946	21	14.916	20	16	12
LOC101927376	LOC101927376	16	32	29	29	38	27
LOC101927377	LOC101927377	8	3.001	4	13	5	8
LOC101927382	LOC101927382	35	28	28	102	103.009	68.02
LOC101927383	LOC101927383	0	0	0	0	0	0
LOC101927385	LOC101927385	1	1	4	1	0	2
LOC101927387	LOC101927387	0	0	0	0	0	0
LOC101927388	LOC101927388	0	0	0	0	0	0
LOC101927389	LOC101927389	0	0	0	0	0	0
LOC101927392	LOC101927392	0	0	0	0	0	0
LOC101927393	LOC101927393	9	7	5	16	11	8
LOC101927395	LOC101927395	0	0	0	0	0	0
LOC101927397	LOC101927397	0	0	0	0	0	0
LOC101927398	LOC101927398	0	0	0	0	0	0
LOC101927400	LOC101927400	0	0	0	0	0	0
LOC101927401	LOC101927401	39.002	28.005	23	226.913	280.728	161.773
LOC101927402	LOC101927402	4.057	1.003	0	2.011	1.006	3
LOC101927403	LOC101927403	0	0	0	0	0	0
LOC101927404	LOC101927404	0	0	0	0	0	0
LOC101927405	LOC101927405	0	0	0	0	0	0
LOC101927407	LOC101927407	12.238	27.576	34.001	57.266	80.055	56.128
LOC101927409	LOC101927409	0	0	0	0	0	0
LOC101927413	LOC101927413	0	0	0	0	0	0
LOC101927414	LOC101927414	0	0	0	1	0	1
LOC101927417	LOC101927417	4	4	1	0	0	1
LOC101927420	LOC101927420	14	17.097	19	19.735	17	22
LOC101927426	LOC101927426	0	0	0	0	0	0
LOC101927429	LOC101927429	2	4.085	3	1.277	3.639	7.146
LOC101927430	LOC101927430	0	0	0	0	0	0
LOC101927432	LOC101927432	0	0	0	0	0	0
LOC101927435	LOC101927435	0	3	0	0	3	1
LOC101927436	LOC101927436	0	0	0	0	0	0
LOC101927437	LOC101927437	0	0	0	1	1	3
LOC101927439	LOC101927439	0	0	0	0	0	0
LOC101927441	LOC101927441	0	0	0	0	0	0
LOC101927442	LOC101927442	0	0	0	0	0	0
LOC101927445	LOC101927445	0	0	0	0	0	0
LOC101927446	LOC101927446	0	0	0	0	0	0
LOC101927447	LOC101927447	0	0	0	0	0	0
LOC101927448	LOC101927448	0	5.847	0	0	0	0
LOC101927451	LOC101927451	63.782	49	42.786	128.568	145	98.864
LOC101927452	LOC101927452	0	0	0	0	0	0
LOC101927454	LOC101927454	0	0	0	0	0	0
LOC101927458	LOC101927458	0	0	0	0	0	0
LOC101927461	LOC101927461	0	0	0	0	0	0
LOC101927466	LOC101927466	0	0	0	0	0	0
LOC101927467	LOC101927467	0	0	0	0	0	0
LOC101927469	LOC101927469	19	17	20	28	39	22.001
LOC101927471	LOC101927471	1	2	0	21	23	9
LOC101927473	LOC101927473	0	0	0	0	0	0
LOC101927474	LOC101927474	0	0	0	0	0	0
LOC101927479	LOC101927479	0	0	0	0	0	0
LOC101927480	LOC101927480	0	0	0	0	0	0
LOC101927481	LOC101927481	0	0	3	0	1	2
LOC101927483	LOC101927483	0	0	0	0	0	0
LOC101927484	LOC101927484	0	0	0	0	0	0
LOC101927486	LOC101927486	0	0	0	0	0	0
LOC101927488	LOC101927488	0	0	0	0	0	0
LOC101927490	LOC101927490	0	0	0	0	0	0
LOC101927491	LOC101927491	0	0	0	0	0	0
LOC101927493	LOC101927493	0	0	0	0	0	0
LOC101927494	LOC101927494	0	0	0	0	0	0
LOC101927496	LOC101927496	0	0	0	0	0	0
LOC101927499	LOC101927499	0	0	0	0	0	0
LOC101927503	LOC101927503	0	0	0	0	0	0
LOC101927504	LOC101927504	0	0	0	0	0	0
LOC101927505	LOC101927505	0	0	0	0	0	0
LOC101927506	LOC101927506	22.923	17.495	11.152	26.264	19.666	18.698
LOC101927508	LOC101927508	0	0	0	0	0	0
LOC101927509	LOC101927509	4	1	3	2	2	6
LOC101927510	LOC101927510	0	0	1	0	2	1
LOC101927511	LOC101927511	0	1	0	3	1	2
LOC101927512	LOC101927512	0	2	0	4	4	0
LOC101927513	LOC101927513	0	0	0	0	0	0
LOC101927514	LOC101927514	0	0	0	0	0	0
LOC101927518	LOC101927518	0	0	0	0	0	0
LOC101927520	LOC101927520	6.996	4.994	3	10	9	4.335
LOC101927521	LOC101927521	0	0	0	0	0	0
LOC101927522	LOC101927522	0	0	0	0	1	0
LOC101927525	LOC101927525	0	0	0	0	0	0
LOC101927526	LOC101927526	0	0	0	0	0	0
LOC101927527	LOC101927527	0	0	0	0	0	0
LOC101927529	LOC101927529	0	0	0	2	2	0
LOC101927531	LOC101927531	0	0	0	0	0	0
LOC101927532	LOC101927532	0	0	0	0	0	0
LOC101927533	LOC101927533	0	0	0	0	0	0
LOC101927534	LOC101927534	0	0	0	0	0	0
LOC101927536	LOC101927536	0	0	0	0	0	0
LOC101927537	LOC101927537	0	0	0	0	0	0
LOC101927538	LOC101927538	0	0	0	0	0	0
LOC101927542	LOC101927542	0	0	0	0	0	0
LOC101927544	LOC101927544	0	0	0	0	0	0
LOC101927546	LOC101927546	2	1	0	5	11	2
LOC101927548	LOC101927548	0	0	0	0	0	0
LOC101927553	LOC101927553	0	0	0	0	0	0
LOC101927555	LOC101927555	0	0	0	0	3	0
LOC101927556	LOC101927556	1587.265	1767.861	1735.736	1414.743	1719.162	1431.062
LOC101927558	LOC101927558	0	0	0	0	0	0
LOC101927559	LOC101927559	10	5	3	11	36	25
LOC101927561	LOC101927561	0	0	0	0	0	0
LOC101927562	LOC101927562	0	0	0	0	0	0
LOC101927566	LOC101927566	0	0	0	0	0	0
LOC101927567	LOC101927567	0	0	1	0	0	0
LOC101927568	LOC101927568	0	0	0	0	0	0
LOC101927571	LOC101927571	0	0	0	1	0	0
LOC101927573	LOC101927573	0	0	0	0	0	0
LOC101927576	LOC101927576	0	0	0	0	1	0
LOC101927578	LOC101927578	74	71.061	52	142.201	163.01	113.033
LOC101927579	LOC101927579	11.26	6	9.367	23	20	10.375
LOC101927582	LOC101927582	0	0	0	0	0	0
LOC101927583	LOC101927583	2.307	5	1	1	1	0
LOC101927584	LOC101927584	0	0	0	0	0	0
LOC101927585	LOC101927585	9	16	11	3	10	10
LOC101927589	LOC101927589	38.468	27.63	19.662	52.951	51.324	39.949
LOC101927594	LOC101927594	16.987	17.315	19.718	68.015	115.873	54.97
LOC101927595	LOC101927595	62.448	49.043	33.527	57.3	76.441	56.012
LOC101927596	LOC101927596	0	0	0	0	0	0
LOC101927600	LOC101927600	0	0	0	0	0	0
LOC101927602	LOC101927602	0	0	0	0	0	0
LOC101927603	LOC101927603	5	3	2.004	0	0	1
LOC101927605	LOC101927605	0	0	0	0	0	0
LOC101927606	LOC101927606	0	0	0	0	0	0
LOC101927608	LOC101927608	0	0	0	0	0	0
LOC101927609	LOC101927609	0	0	0	0	0	0
LOC101927610	LOC101927610	9	7.005	8	34	43.839	18
LOC101927611	LOC101927611	0	0	0	0	0	0
LOC101927613	LOC101927613	0	0	0	0	0	0
LOC101927615	LOC101927615	6	7	3	9	12	7
LOC101927617	LOC101927617	0	0	0	0	0	0
LOC101927623	LOC101927623	0	0	2	5	1	1
LOC101927627	LOC101927627	0	0	0	0	0	0
LOC101927628	LOC101927628	22.713	10.399	9.618	70.772	81.233	61.649
LOC101927629	LOC101927629	0	0	0	0	0	0
LOC101927632	LOC101927632	0	1	0	0	4	0
LOC101927633	LOC101927633	0	0	0	2	0	4
LOC101927634	LOC101927634	0	0	0	0	0	0
LOC101927635	LOC101927635	0	2	2	4	4	1
LOC101927644	LOC101927644	1	2	0	0	0	1
LOC101927645	LOC101927645	12	8	9.006	48	45	24
LOC101927646	LOC101927646	0	0	0	0	0	0
LOC101927647	LOC101927647	1	1	4	0	0	1
LOC101927651	LOC101927651	0	0	0	0	0	0
LOC101927652	LOC101927652	0	0	0	0	0	0
LOC101927656	LOC101927656	0	0	0	2	0	0
LOC101927660	LOC101927660	0	0	0	0	0	0
LOC101927661	LOC101927661	0	0	0	0	0	0
LOC101927662	LOC101927662	28.378	52.68	44.284	157.494	157.844	100.525
LOC101927663	LOC101927663	75.001	80	56.999	199.029	230.801	141.411
LOC101927664	LOC101927664	0	0	0	0	0	0
LOC101927665	LOC101927665	0	0	0	0	0	0
LOC101927670	LOC101927670	0	0	0	0	0	0
LOC101927673	LOC101927673	13	17	20	36	29	35
LOC101927674	LOC101927674	1	0	0	0	0	0
LOC101927675	LOC101927675	0	0	0	0	0	0
LOC101927676	LOC101927676	0	0	0	0	0	0
LOC101927680	LOC101927680	0	0	0	0	0	0
LOC101927681	LOC101927681	0	4	1	1	4	1.039
LOC101927684	LOC101927684	0	0	0	0	0	0
LOC101927685	LOC101927685	3.095	1.039	1.057	1.03	5.333	0
LOC101927686	LOC101927686	0	0	0	0	0	0
LOC101927687	LOC101927687	0	0	0	0	0	0
LOC101927690	LOC101927690	0	2	0	0	0	1
LOC101927691	LOC101927691	0	0	0	0	0	0
LOC101927693	LOC101927693	0	0	0	0	0	0
LOC101927695	LOC101927695	0	0	0	0	0	0
LOC101927696	LOC101927696	9	9.006	12	14	23	8.005
LOC101927697	LOC101927697	0	0	0	0	0	0
LOC101927699	LOC101927699	0	0	0	0	0	0
LOC101927702	LOC101927702	1	0	0	0	1	0
LOC101927703	LOC101927703	0	4	2	5	10	15
LOC101927704	LOC101927704	0	0	0	0	0	0
LOC101927705	LOC101927705	8	3	6.035	21	31	5
LOC101927708	LOC101927708	7	6	7	11	12.964	2.013
LOC101927709	LOC101927709	0	0	0	0	0	0
LOC101927710	LOC101927710	0	0	0	0	0	0
LOC101927711	LOC101927711	0	0	0	0	0	0
LOC101927712	LOC101927712	0	0	0	0	0	0
LOC101927713	LOC101927713	0	0	0	0	0	0
LOC101927719	LOC101927719	0	0	0	0	0	0
LOC101927720	LOC101927720	0	0	0	0	0	0
LOC101927721	LOC101927721	0	0	0	0	0	0
LOC101927722	LOC101927722	0	0	0	0	0	0
LOC101927723	LOC101927723	0	0	0	0	0	0
LOC101927725	LOC101927725	0	0	0	1	6	2
LOC101927727	LOC101927727	5	5	0	0	0	2
LOC101927729	LOC101927729	0	0	0	0	0	0
LOC101927730	LOC101927730	0	1	0	0	0	0
LOC101927731	LOC101927731	0	0	0	0	0	0
LOC101927732	LOC101927732	6	3	7	39.03	43	24
LOC101927733	LOC101927733	0	0	1.009	0	0	0
LOC101927734	LOC101927734	0	0	0	0	0	0
LOC101927736	LOC101927736	0	0	0	0	0	0
LOC101927737	LOC101927737	0	0	0	0	0	0
LOC101927738	LOC101927738	0	0	0	0	0	0
LOC101927741	LOC101927741	0	2	0	0	1	0
LOC101927744	LOC101927744	0	0	0	0	0	0
LOC101927745	LOC101927745	0	0	0	0	0	0
LOC101927748	LOC101927748	0	0	0	0	0	0
LOC101927751	LOC101927751	0	0	0	0	0	0
LOC101927752	LOC101927752	23	23.286	21	103.991	137.003	71.021
LOC101927754	LOC101927754	1	0	0	0	0	0
LOC101927756	LOC101927756	0	1	4	0	0	0
LOC101927757	LOC101927757	0	0	0	0	0	0
LOC101927759	LOC101927759	18	10	10	6	10	9
LOC101927760	LOC101927760	0	0	0	0	0	0
LOC101927761	LOC101927761	0	0	1	2.013	0	3
LOC101927762	LOC101927762	0	0	0	13	10	2
LOC101927763	LOC101927763	0	0	0	4	13	0
LOC101927764	LOC101927764	0	0	0	0	0	0
LOC101927765	LOC101927765	5.105	3.591	2.144	11.232	14.746	2.112
LOC101927767	LOC101927767	18	14	12.862	45.985	26.058	27.413
LOC101927772	LOC101927772	0	0	0	1	0	0
LOC101927773	LOC101927773	2	2	4	2	2	6
LOC101927774	LOC101927774	0	0	0	0	0	0
LOC101927775	LOC101927775	122	195.005	155.107	187.162	230.023	121.032
LOC101927777	LOC101927777	0	0	0	0	0	0
LOC101927779	LOC101927779	0	0	0	0	0	0
LOC101927783	LOC101927783	0	0	0	0	0	0
LOC101927786	LOC101927786	0	0	0	0	0	0
LOC101927788	LOC101927788	0	0	0	0	1.676	0
LOC101927789	LOC101927789	11	4	3	10	11	4
LOC101927790	LOC101927790	0	0	0	0	0	0
LOC101927792	LOC101927792	2	3	3	13	21	7
LOC101927793	LOC101927793	101.355	82.338	91.257	80.182	75.188	90.253
LOC101927794	LOC101927794	0	0	0	0	0	0
LOC101927798	LOC101927798	0	0	0	0	0	0
LOC101927799	LOC101927799	4.264	4	8	7	5	1
LOC101927800	LOC101927800	0	0	0	1	6	0
LOC101927801	LOC101927801	0	0	0	0	0	0
LOC101927803	LOC101927803	45	41	32	47	38	39
LOC101927804	LOC101927804	0	0	0	0	0	0
LOC101927805	LOC101927805	0	0	0	0	0	0
LOC101927806	LOC101927806	5	3	3	1	2	0
LOC101927807	LOC101927807	0	1	0	0	0	0
LOC101927809	LOC101927809	5	6	11	31.004	36	19.006
LOC101927810	LOC101927810	0	0	0	0	0	0
LOC101927811	LOC101927811	0	0	0	0	0	0
LOC101927814	LOC101927814	1	0	2	4	1	0
LOC101927816	LOC101927816	0	0	0	0	0	0
LOC101927818	LOC101927818	0	1	0	0	0	0
LOC101927820	LOC101927820	0	0	0	0	0	0
LOC101927823	LOC101927823	0	0	0	0	0	0
LOC101927824	LOC101927824	0	2	1	13	12	11
LOC101927825	LOC101927825	0	0	0	0	0	0
LOC101927826	LOC101927826	10	9	6	2	1	2
LOC101927831	LOC101927831	0	0	0	0	0	0
LOC101927834	LOC101927834	0	0	0	0	0	0
LOC101927835	LOC101927835	0	0	0	0	0	0
LOC101927837	LOC101927837	17.95	15	24	67	73	36
LOC101927838	LOC101927838	43.395	48.475	51.863	61.513	64.54	59.961
LOC101927839	LOC101927839	0	0	0	0	0	0
LOC101927840	LOC101927840	0	0	0	0	0	0
LOC101927841	LOC101927841	79	80	82.999	45	74.018	50.001
LOC101927842	LOC101927842	0	0	0	0	0	0
LOC101927844	LOC101927844	0	0	0	0	0	0
LOC101927846	LOC101927846	0	0	0	0	0	0
LOC101927848	LOC101927848	155.007	156	129.251	337	378	287.108
LOC101927850	LOC101927850	32	29	14	50	37	23
LOC101927852	LOC101927852	0	0	0	0	0	0
LOC101927853	LOC101927853	0	0	0	0	0	0
LOC101927854	LOC101927854	0	1	1	0	0	0
LOC101927855	LOC101927855	0	0	0	0	0	0
LOC101927856	LOC101927856	0	0	0	0	0	0
LOC101927857	LOC101927857	0	0	0	0	0	0
LOC101927858	LOC101927858	46	36	36	90.464	124.009	81
LOC101927859	LOC101927859	0	0	0	0	0	0
LOC101927861	LOC101927861	1	1	0	11	2	4
LOC101927863	LOC101927863	0	0	0	0	0	0
LOC101927864	LOC101927864	0	0	0	4	1	2
LOC101927866	LOC101927866	0	0	0	0	0	0
LOC101927867	LOC101927867	0	0	0	0	0	0
LOC101927870	LOC101927870	2	1	0	0	0	0
LOC101927871	LOC101927871	0	0	0	0	0	0
LOC101927872	LOC101927872	0	0	0	0	0	0
LOC101927874	LOC101927874	0	0	0	0	0	0
LOC101927875	LOC101927875	0	0	0	0	0	0
LOC101927877	LOC101927877	0	0	0	0	0	0
LOC101927878	LOC101927878	0	0	0	0	0	0
LOC101927879	LOC101927879	0	0	0	0	0	3
LOC101927880	LOC101927880	1	0	0	0	0	0
LOC101927881	LOC101927881	0	0	0	0	0	0
LOC101927882	LOC101927882	0	0	0	0	0	0
LOC101927885	LOC101927885	0	0	0	0	0	0
LOC101927886	LOC101927886	7	18	6.001	8	4	1
LOC101927888	LOC101927888	0	0	0	1	1	0
LOC101927890	LOC101927890	0	0	0	0	0	0
LOC101927892	LOC101927892	0	0	0	0	0	0
LOC101927894	LOC101927894	0	0	0	0	0	0
LOC101927895	LOC101927895	0	1.003	2	11	15	5
LOC101927896	LOC101927896	0	0	0	0	1	0
LOC101927897	LOC101927897	0	0	0	1	0	2
LOC101927898	LOC101927898	0	0	0	0	0	0
LOC101927899	LOC101927899	0	0	0	0	0	0
LOC101927902	LOC101927902	0	0	0	0	0	0
LOC101927903	LOC101927903	302	232	204.003	294.039	344.517	247.056
LOC101927904	LOC101927904	0	0	0	0	0	0
LOC101927906	LOC101927906	0	0	0	0	0	0
LOC101927908	LOC101927908	0	0	0	0	0	0
LOC101927910	LOC101927910	58	48	44	150.402	132	105
LOC101927911	LOC101927911	0	0	0	0	0	0
LOC101927913	LOC101927913	0	0	0	0	0	0
LOC101927915	LOC101927915	0	0	0	0	0	0
LOC101927916	LOC101927916	0	0	0	0	0	0
LOC101927918	LOC101927918	0	0	0	0	0	0
LOC101927919	LOC101927919	24	15	21.988	2	6	11
LOC101927921	LOC101927921	0	0	0	0	0	0
LOC101927922	LOC101927922	0	0	0	0	0	0
LOC101927929	LOC101927929	20	23	21	28	33.488	44
LOC101927931	LOC101927931	0	0	0	0	0	0
LOC101927932	LOC101927932	2	2	3	9	5	7.02
LOC101927933	LOC101927933	0	0	0	0	0	0
LOC101927934	LOC101927934	1	0	4	3	3	0
LOC101927935	LOC101927935	0	0	0	0	0	0
LOC101927936	LOC101927936	0	0	0	0	0	0
LOC101927940	LOC101927940	0	0	0	0	0	0
LOC101927941	LOC101927941	0	0	0	1	8	2
LOC101927942	LOC101927942	0	0	0	0	0	0
LOC101927943	LOC101927943	2	5	3	14	14	6
LOC101927946	LOC101927946	0	0	0	0	0	0
LOC101927949	LOC101927949	0	0	0	0	0	0
LOC101927952	LOC101927952	3	2	1	0	3	0
LOC101927953	LOC101927953	0	0	0	1	2	0
LOC101927954	LOC101927954	2	4.06	0	0	0	0
LOC101927955	LOC101927955	0	0	0	0	0	0
LOC101927956	LOC101927956	0	0	0	0	0	0
LOC101927957	LOC101927957	3	5	8	10	15	8
LOC101927958	LOC101927958	0	0	0	0	0	0
LOC101927959	LOC101927959	0	0	0	0	2	1
LOC101927960	LOC101927960	39.001	43	62	115	102	59.961
LOC101927961	LOC101927961	0	0	0	0	0	0
LOC101927962	LOC101927962	0	0	0	0	0	0
LOC101927963	LOC101927963	2	2	5	42	32	20
LOC101927967	LOC101927967	1	0	0	2	2	1.013
LOC101927971	LOC101927971	0	0	0	0	0	0
LOC101927973	LOC101927973	0	0	0	0	0	0
LOC101927974	LOC101927974	31.514	21.171	24.933	58	70.29	46.466
LOC101927975	LOC101927975	0	0	0	0	0	0
LOC101927978	LOC101927978	2	6	6	7	11	18
LOC101927982	LOC101927982	0	0	0	0	0	0
LOC101927986	LOC101927986	10	4	2	6	7	5
LOC101927988	LOC101927988	0	0	0	0	0	0
LOC101927989	LOC101927989	0	0	0	0	0	0
